latitude;longitude;altitude;geometry;coordinates;line;sectionId;color;origin;destination
;;;LineString;-1.360576424250074,-5.981589303544394,-1.360515232111521,-5.981589130430504                                                                                                                                                                                    ;3;57;#837902;Père Lachaise                             ;Gambetta                                  
;;;LineString;-1.360788757157415,-5.982058583941066,-1.36078906042516,-5.981945961056129                                                                                                                                                                                     ;5;100;#ff7e2e;Saint-Marcel                              ;Gare d'Austerlitz                         
;;;LineString;-1.360808811281947,-5.981410603542342,-1.360808760863894,-5.98142955120691,-1.360808785713544,-5.981430046570191,-1.360808856614843,-5.981430527221211,-1.360809139239453,-5.981431442490787,-1.360809586760098,-5.981432269540778,-1.360810179071599,-5.981432;7;151;#fa9aba;Château-Landon                            ;Gare de l'Est                             
;;;LineString;-1.361018312876978,-5.981362840254444,-1.361018236523185,-5.981391426034355,-1.361018210037974,-5.981391921247289,-1.361018134155681,-5.981392403752113,-1.361018014209396,-5.981392870138251,-1.361017848693071,-5.981393315071452,-1.361017641786236,-5.98139;4;96;#cf009e;Gare du Nord                              ;Gare de l'Est                             
;;;LineString;-1.360798917215541,-5.981477224776107,-1.360818117945695,-5.981458107518111,-1.360818289142163,-5.981457942035025,-1.360818470214424,-5.981457780387926,-1.360818661550186,-5.981457619912973,-1.360818858574744,-5.981457464784532,-1.360819064726325,-5.98145;5;98;#ff7e2e;Jacques Bonsergent                        ;Gare de l'Est                             
;;;LineString;-1.360752970599579,-5.981781124450769,-1.360726696222736,-5.98180728780213,-1.360724422142769,-5.981810885202963,-1.360723468653856,-5.981815031632972,-1.360723382910093,-5.98184701150382                                                                    ;1;0;#ffcd00;Bastille                                  ;Gare de Lyon                              
;;;LineString;-1.360986962711747,-5.981713825969409,-1.360945134771745,-5.98171370706213,-1.36094311799258,-5.981713954310195,-1.360940984394433,-5.981714637876442,-1.36093898789232,-5.981715654955826,-1.36093738203912,-5.981716896270324,-1.36076712944571,-5.9818863972;14;347;#62259d;Châtelet                                  ;Gare de Lyon                              
;;;LineString;-1.361083147710788,-5.981310781349082,-1.361083097949906,-5.981329470924228,-1.36108304800728,-5.981335346505415,-1.361083021521628,-5.981335841718691,-1.361082945258628,-5.981336324222727,-1.361082825693182,-5.981336790229544,-1.361082660176367,-5.981337;4;83;#cf009e;Barbès - Rochechouart                     ;Gare du Nord                              
;;;LineString;-1.360874220696214,-5.981434602414973,-1.360874311745751,-5.981400753516414,-1.360874312200206,-5.981400591339567,-1.360874317601096,-5.98140042803514,-1.360874321858038,-5.981400265869449,-1.360874329917465,-5.981400103714897,-1.360874340255183,-5.981399;5;117;#ff7e2e;Gare de l'Est                             ;Gare du Nord                              
;;;LineString;-1.361237031849199,-5.981664120988837,-1.361237470989445,-5.981497499529348                                                                                                                                                                                    ;12;296;#7852  ;Madeleine                                 ;Saint-Lazare                              
;;;LineString;-1.361251572420683,-5.981165812867705,-1.361251578482173,-5.981163653548661,-1.36125132861734,-5.981161635479201,-1.361250645592858,-5.981159500404002,-1.36124963175421,-5.981157498744355,-1.361248389045288,-5.981155888534548,-1.361207294886715,-5.9811145;13;343;#6ec4e8;Porte de Saint-Ouen                       ;Garibaldi                                 
;;;LineString;-1.361132011869167,-5.982184429421068,-1.361132048924787,-5.982170812429342,-1.361132083805281,-5.982157970905714                                                                                                                                              ;13;323;#6ec4e8;Pernety                                   ;Gaîté                                     
;;;LineString;-1.361426301392629,-5.981602404390193,-1.361375882886249,-5.981650856549802                                                                                                                                                                                    ;1;16;#ffcd00;Charles de Gaulle - Étoile                ;George V                                  
;;;LineString;-1.360838935802261,-5.98213340534964,-1.360875040839551,-5.982133506263644                                                                                                                                                                                     ;6;142;#6eca97;Corvisart                                 ;Glacière                                  
;;;LineString;-1.360743516518398,-5.981545108574083,-1.360743228571641,-5.981544735786993,-1.360691965028644,-5.981493129841665                                                                                                                                              ;11;281;#704b1c;République                                ;Goncourt                                  
;;;LineString;-1.361085626231195,-5.98153486089063,-1.361083147240244,-5.981534231170654,-1.36108216942437,-5.981534163581523,-1.361007356023392,-5.981533951243406                                                                                                          ;8;185;#e19bdf;Richelieu - Drouot                        ;Grands Boulevards                         
;;;LineString;-1.361085712821688,-5.981527035873481,-1.361007428127025,-5.981526814867962                                                                                                                                                                                    ;9;245;#b6bd00;Richelieu - Drouot                        ;Grands Boulevards                         
;;;LineString;-1.361251318700467,-5.981259719987541,-1.361251446463427,-5.981212444563645                                                                                                                                                                                    ;13;333;#6ec4e8;La Fourche                                ;Guy Môquet                                
;;;LineString;-1.361133885595158,-5.981578299846867,-1.361186878918885,-5.981578413196234,-1.361187053460003,-5.981578411043935,-1.361187232946475,-5.981578408144721,-1.361187412444701,-5.981578401057895,-1.361187595759287,-5.981578389033165,-1.36118778135536,-5.981578;3;62;#837902;Opéra                                     ;Havre - Caumartin                         
;;;LineString;-1.361287066571965,-5.98152871865712,-1.361286935931312,-5.981528659645609,-1.361286806423921,-5.981528603302348,-1.361286674628632,-5.981528549236583,-1.361286542837616,-5.981528493647999,-1.361286411798546,-5.981528441107226,-1.361286278856101,-5.981528;9;223;#b6bd00;Saint-Augustin                            ;Havre - Caumartin                         
;;;LineString;-1.361257471594924,-5.981497578458468,-1.361239201416685,-5.981497533545442,-1.361235656398238,-5.981499407974599,-1.36121801096891,-5.981516977952646,-1.361217885893959,-5.981517103596706,-1.361217763470061,-5.981517233055577,-1.36121763989901,-5.9815173;3;55;#837902;Saint-Lazare                              ;Havre - Caumartin                         
;;;LineString;-1.360254451907274,-5.981289890914349,-1.360347238820984,-5.981290153624179                                                                                                                                                                                    ;5;111;#ff7e2e;Église de Pantin                          ;Hoche                                     
;;;LineString;-1.360986970485804,-5.981706712646266,-1.360868953544961,-5.981706383978096                                                                                                                                                                                    ;1;23;#ffcd00;Châtelet                                  ;Hôtel de Ville                            
;;;LineString;-1.36098541755736,-5.981699654893552,-1.360869102985929,-5.981699326270267,-1.360867884510563,-5.981699245415252                                                                                                                                               ;11;277;#704b1c;Châtelet                                  ;Hôtel de Ville                            
;;;LineString;-1.361426320943615,-5.981840323580085,-1.361385240644232,-5.981840207783663                                                                                                                                                                                    ;9;231;#b6bd00;Trocadéro                                 ;Iéna                                      
;;;LineString;-1.3612070847565,-5.981849929713607,-1.361207150743512,-5.981826008403074,-1.361203390642044,-5.981821063901519                                                                                                                                                ;8;191;#e19bdf;La Tour-Maubourg                          ;Invalides                                 
;;;LineString;-1.361198414888737,-5.981868288126855,-1.361198528547715,-5.981826021913424,-1.361203390646315,-5.981821062378711                                                                                                                                              ;13;338;#6ec4e8;Varenne                                   ;Invalides                                 
;;;LineString;-1.360753615145259,-5.981545136652016,-1.360753666467315,-5.981526811464374,-1.360753732707767,-5.98152583364208,-1.360753923840139,-5.981524795273963,-1.360754223424218,-5.981523728290611,-1.360754618827591,-5.981522662730178,-1.360755097784243,-5.981521;5;116;#ff7e2e;République                                ;Jacques Bonsergent                        
;;;LineString;-1.36155261764993,-5.98208036937266,-1.361552692008442,-5.982044981604107                                                                                                                                                                                      ;9;246;#b6bd00;Michel-Ange - Auteuil                     ;Jasmin                                    
;;;LineString;-1.360610594901726,-5.981290895783171,-1.360659171739215,-5.981291033160254,-1.36066132889828,-5.981291309017278,-1.360662470652613,-5.981291631770721,-1.360663610603501,-5.98129205540455,-1.360664711897684,-5.981292568770466,-1.3606657433995,-5.981293155;5;109;#ff7e2e;Laumière                                  ;Jaurès                                    
;;;LineString;-1.360771343154791,-5.981365000800026,-1.360752739547603,-5.981383524810706,-1.360751977690521,-5.981384143879947,-1.360751130393051,-5.981384585673218,-1.360750228836641,-5.981384849901232,-1.360749299261637,-5.981384935498784,-1.360748368660355,-5.98138;7b             ;366;#6eca97;Louis Blanc                               ;Jaurès                                    
;;;LineString;-1.360751759788706,-5.981334322528317,-1.360726694825297,-5.981359268680103                                                                                                                                                                                    ;2;33;#003ca6;Stalingrad                                ;Jaurès                                    
;;;LineString;-1.361513128548928,-5.982079807833486,-1.36149349801172,-5.982079751636497,-1.361420540359547,-5.98207954591739                                                                                                                                                ;10;372;#c9910d;Église d'Auteuil                          ;Javel - André Citroën                     
;;;LineString;-1.361506376329478,-5.982092717937943,-1.36149349801172,-5.982079751636497,-1.361420540359547,-5.98207954591739                                                                                                                                                ;10;371;#c9910d;Mirabeau                                  ;Javel - André Citroën                     
;;;LineString;-1.360621739455821,-5.981425751140603,-1.360620236352077,-5.981425468445461,-1.360587007948537,-5.981425374912485                                                                                                                                              ;11;279;#704b1c;Pyrénées                                  ;Jourdain                                  
;;;LineString;-1.36116078522339,-5.981247110236432,-1.361160813811048,-5.981236515418837,-1.361160679240562,-5.981235146404382,-1.361160284323218,-5.981233867993542,-1.361159658255944,-5.98123270958602,-1.361158828722153,-5.981231697912226,-1.361157821878928,-5.9812308;12;299;#7852  ;Lamarck - Caulaincourt                    ;Jules Joffrin                             
;;;LineString;-1.360796768591917,-5.981954735874493,-1.360833360803532,-5.981954839344576,-1.36083433784073,-5.981954775967934,-1.360835376059609,-5.981954590566954,-1.360836443487528,-5.981954294468839,-1.360837508896336,-5.981953904713391,-1.360838539176919,-5.981953;10;256;#c9910d;Gare d'Austerlitz                         ;Jussieu                                   
;;;LineString;-1.360831333805419,-5.981832774634658,-1.36081164694011,-5.981852394789695,-1.360810319628843,-5.981855602842878,-1.360811628947902,-5.981858817864355,-1.360841332109207,-5.981888686904466,-1.360843590938037,-5.981892298730497,-1.360844522690646,-5.981896;7;167;#fa9aba;Sully - Morland                           ;Jussieu                                   
;;;LineString;-1.361426521548065,-5.981766200829971,-1.361426722183344,-5.981692203630811                                                                                                                                                                                    ;6;133;#6eca97;Boissière                                 ;Kléber                                    
;;;LineString;-1.361083147710788,-5.981310781349082,-1.360936074993792,-5.981310364589884                                                                                                                                                                                    ;2;30;#003ca6;Barbès - Rochechouart                     ;La Chapelle                               
;;;LineString;-1.361251178974499,-5.981311257664983,-1.361251318700467,-5.981259719987541                                                                                                                                                                                    ;13;332;#6ec4e8;Place de Clichy                           ;La Fourche                                
;;;LineString;-1.361316448091848,-5.982029049423117,-1.361300194075907,-5.982012628679763                                                                                                                                                                                    ;10;258;#c9910d;Avenue Émile-Zola                         ;La Motte-Picquet - Grenelle               
;;;LineString;-1.361276580058761,-5.982036135076584,-1.361300194075907,-5.982012628679763                                                                                                                                                                                    ;6;126;#6eca97;Cambronne                                 ;La Motte-Picquet - Grenelle               
;;;LineString;-1.361342829673283,-5.982106670551127,-1.361342919853247,-5.982073333646905,-1.361342903804986,-5.982072819660027,-1.361342852834027,-5.982072284251548,-1.361342768446384,-5.98207173275559,-1.361342654051442,-5.982071169750611,-1.361342511162692,-5.982070;8;206;#e19bdf;Commerce                                  ;La Motte-Picquet - Grenelle               
;;;LineString;-1.361552750645777,-5.982017082068992,-1.361552933959377,-5.981930074400831                                                                                                                                                                                    ;9;240;#b6bd00;Ranelagh                                  ;La Muette                                 
;;;LineString;-1.361206908277081,-5.981915123209133,-1.3612070847565,-5.981849929713607                                                                                                                                                                                      ;8;217;#e19bdf;École Militaire                           ;La Tour-Maubourg                          
;;;LineString;-1.36116070295394,-5.981277378740224,-1.36116078522339,-5.981247110236432                                                                                                                                                                                      ;12;298;#7852  ;Abbesses                                  ;Lamarck - Caulaincourt                    
;;;LineString;-1.360541394482887,-5.981290700697113,-1.360610594901726,-5.981290895783171                                                                                                                                                                                    ;5;103;#ff7e2e;Ourcq                                     ;Laumière                                  
;;;LineString;-1.360794291350977,-5.982243474432801,-1.360793909309067,-5.982385178624544                                                                                                                                                                                    ;7;170;#fa9aba;Maison Blanche                            ;Le Kremlin-Bicêtre                        
;;;LineString;-1.361041475926365,-5.981435921146359,-1.361041739894671,-5.981436030420524,-1.361042002331308,-5.981436143497176,-1.361042261327561,-5.981436263035635,-1.361042516514922,-5.98143638484709,-1.361042769023464,-5.981436512741908,-1.361043016578101,-5.981436;7;163;#fa9aba;Cadet                                     ;Le Peletier                               
;;;LineString;-1.360752967657943,-5.981771040896714,-1.36073335712044,-5.981790562712021,-1.360732617636022,-5.981791205446878,-1.360731748605829,-5.981791805544598,-1.360730783915522,-5.98179234749592,-1.360729752112384,-5.981792821105647,-1.360728687082071,-5.9817932;8;210;#e19bdf;Bastille                                  ;Ledru-Rollin                              
;;;LineString;-1.361632495749352,-5.980872808725774,-1.361632587357471,-5.980839015536326                                                                                                                                                                                    ;13;341;#6ec4e8;Gabriel Péri                              ;Les Agnettes                              
;;;LineString;-1.360844138404838,-5.982038918869643,-1.360844037593459,-5.982076668421957                                                                                                                                                                                    ;7;148;#fa9aba;Censier - Daubenton                       ;Les Gobelins                              
;;;LineString;-1.360951144413439,-5.981605257980353,-1.360963766352584,-5.981605293868005,-1.360964002852663,-5.981605299510945,-1.360964244659132,-5.981605311260635,-1.360964492520747,-5.981605333306962,-1.360964741502827,-5.981605362589855,-1.360964996930974,-5.98160;4;72;#cf009e;Étienne Marcel                            ;Les Halles                                
;;;LineString;-1.361784697215817,-5.981454072496378,-1.361670943177111,-5.981500989663273                                                                                                                                                                                    ;1;13;#ffcd00;Pont de Neuilly                           ;Les Sablons                               
;;;LineString;-1.360472394025148,-5.982069514395792,-1.360472362379735,-5.982088851010936,-1.360472103874713,-5.982090867563697,-1.36047141003796,-5.982093001238565,-1.360470385011711,-5.982094996512603,-1.360469137123002,-5.982096597113635,-1.360371859298647,-5.982193;8;208;#e19bdf;Porte de Charenton                        ;Liberté                                   
;;;LineString;-1.361250675863372,-5.981497537176187,-1.361251068186364,-5.981352486792365                                                                                                                                                                                    ;13;342;#6ec4e8;Saint-Lazare                              ;Liège                                     
;;;LineString;-1.360754188835844,-5.98133676727301,-1.360776786227172,-5.981359517923663                                                                                                                                                                                     ;7;181;#fa9aba;Stalingrad                                ;Louis Blanc                               
;;;LineString;-1.361728201497333,-5.981235865950916,-1.361679160693422,-5.981284692627287                                                                                                                                                                                    ;3;64;#837902;Anatole France                            ;"Louise Michel	                            "
;;;LineString;-1.361381895103158,-5.982256743965953,-1.361345727608333,-5.982220813131486,-1.361345402343028,-5.982220461555411,-1.361345085547851,-5.982220072696096,-1.361344779106919,-5.982219652650207,-1.361344487578888,-5.98221920295389,-1.361344207145284,-5.982218;8;216;#e19bdf;Balard                                    ;Lourmel                                   
;;;LineString;-1.361084415663503,-5.981706984910924,-1.361040260220147,-5.981706862928195                                                                                                                                                                                    ;1;22;#ffcd00;Palais-Royal - Musée du Louvre            ;Louvre - Rivoli                           
;;;LineString;-1.361001854575849,-5.981872193480687,-1.361036464596914,-5.981872291231205,-1.361037441263684,-5.981872360338614,-1.361038478431452,-5.981872550304627,-1.361039545713612,-5.981872849238457,-1.361040609678379,-5.981873246382478,-1.361041637671548,-5.98187;10;268;#c9910d;Odéon                                     ;Mabillon                                  
;;;LineString;-1.361207472751693,-5.981707331367774,-1.36123377937587,-5.981681666958941,-1.361235027289539,-5.981680065219611,-1.361235574513007,-5.981679101376015,-1.36123605347793,-5.98167807109044,-1.36123644774606,-5.981677005531804,-1.361236748479827,-5.981675937;12;288;#7852  ;Concorde                                  ;Madeleine                                 
;;;LineString;-1.361207472751693,-5.981707331367774,-1.361207486831253,-5.981702314187883,-1.361207486995777,-5.981702255560856,-1.361207488297838,-5.981702198079257,-1.361207489606306,-5.98170213831347,-1.361207490919048,-5.981702077024914,-1.361207493748506,-5.981702;8;192;#e19bdf;Concorde                                  ;Madeleine                                 
;;;LineString;-1.361244610525058,-5.981497520501255,-1.361244173091121,-5.981659599852229,-1.36124381032381,-5.981661364085161,-1.361242833220575,-5.981662804442687,-1.361241387825336,-5.98166377554641,-1.361239624754556,-5.981664128604923,-1.36123703337019,-5.98166412;14;353;#62259d;Saint-Lazare                              ;Madeleine                                 
;;;LineString;-1.360612015717868,-5.982340538016652,-1.360611805716389,-5.982418299987978                                                                                                                                                                                    ;7;178;#fa9aba;Pierre et Marie Curie                     ;Mairie d'Ivry                             
;;;LineString;-1.361452112379846,-5.981169320726857,-1.361593720526953,-5.981028327598144                                                                                                                                                                                    ;13;328;#6ec4e8;Porte de Clichy                           ;Mairie de Clichy                          
;;;LineString;-1.360266063485081,-5.981675992781839,-1.360226337838651,-5.981636022009172                                                                                                                                                                                    ;9;250;#b6bd00;Croix de Chavaux                          ;Mairie de Montreuil                       
;;;LineString;-1.361007054879206,-5.982266606215205,-1.36100731105838,-5.982267187146184,-1.361007517943465,-5.98226771882287,-1.361007702002147,-5.982268254620216,-1.361007862482479,-5.982268791490478,-1.361007996739825,-5.982269323334766,-1.361008103636655,-5.9822698;4;89;#cf009e;Porte d'Orléans                           ;Mairie de Montrouge                       
;;;LineString;-1.361207294886715,-5.98111451730917,-1.361140479240312,-5.98104725401553                                                                                                                                                                                      ;13;319;#6ec4e8;Garibaldi                                 ;Mairie de Saint-Ouen                      
;;;LineString;-1.361376059784195,-5.981047869948858,-1.361153897966678,-5.981047265248884                                                                                                                                                                                    ;14;356;#62259d;Saint-Ouen                                ;Mairie de Saint-Ouen                      
;;;LineString;-1.360471333280218,-5.981425048724837,-1.360287669383911,-5.981424529871217                                                                                                                                                                                    ;11;274;#704b1c;Porte des Lilas                           ;Mairie des Lilas                          
;;;LineString;-1.360794448673111,-5.982185131027608,-1.360794291350977,-5.982243474432801                                                                                                                                                                                    ;7;147;#fa9aba;Tolbiac                                   ;Maison Blanche                            
;;;LineString;-1.360225163671648,-5.982394003285292,-1.360224984263226,-5.98246081425796                                                                                                                                                                                     ;8;212;#e19bdf;École vétérinaire de Maisons-Alfort       ;Maisons-Alfort - Stade                    
;;;LineString;-1.360224984263226,-5.98246081425796,-1.360224806280024,-5.98252725209015                                                                                                                                                                                      ;8;203;#e19bdf;Maisons-Alfort - Stade                    ;Maisons-Alfort - Les Juilliottes          
;;;LineString;-1.361131298088848,-5.982449202096677,-1.361131596139183,-5.982338875451564                                                                                                                                                                                    ;13;336;#6ec4e8;Malakoff - Rue Étienne-Dolet              ;Malakoff - Plateau de Vanves              
;;;LineString;-1.36113101096299,-5.982555500860461,-1.361131298088848,-5.982449202096677                                                                                                                                                                                     ;13;322;#6ec4e8;Châtillon - Montrouge                     ;Malakoff - Rue Étienne-Dolet              
;;;LineString;-1.361452891498453,-5.981378698003205,-1.361430049398655,-5.981401439715992                                                                                                                                                                                    ;3;53;#837902;Wagram                                    ;Malesherbes                               
;;;LineString;-1.360532129602837,-5.98181301380789,-1.360490702077415,-5.981771306975901                                                                                                                                                                                     ;9;229;#b6bd00;Buzenval                                  ;Maraîchers                                
;;;LineString;-1.361138578070481,-5.981229640148312,-1.361083367813395,-5.981229483992189                                                                                                                                                                                    ;12;313;#7852  ;Jules Joffrin                             ;Marcadet - Poissonniers                   
;;;LineString;-1.36108347021146,-5.981191464984954,-1.361083367813395,-5.981229483992189                                                                                                                                                                                     ;4;77;#cf009e;Simplon                                   ;Marcadet - Poissonniers                   
;;;LineString;-1.361722248075411,-5.982348674950975,-1.361688180506788,-5.982348578508761,-1.361686166308112,-5.98234831903962,-1.361684036221113,-5.982347622953607,-1.361682043187293,-5.982346597970158,-1.361680443210475,-5.982345344584489,-1.36163558733,-5.9823001882;9;241;#b6bd00;Billancourt                               ;Marcel Sembat                             
;;;LineString;-1.361083367380382,-5.981229483760689,-1.361021822113873,-5.981229309200976,-1.361020334554048,-5.981229313591323,-1.360935196352278,-5.98122906376978,-1.360934734418709,-5.981229037669016,-1.360934284776906,-5.981228967443026,-1.360933851226159,-5.981228;12;312;#7852  ;Marcadet - Poissonniers                   ;Marx Dormoy                               
;;;LineString;-1.360930834899458,-5.981164069111958,-1.360930673090822,-5.981224507976759,-1.360930694228993,-5.981224970590342,-1.360930762552229,-5.981225421159932,-1.360930873509278,-5.981225855484463,-1.360931025581276,-5.981226272798091,-1.360931215354513,-5.98122;12;311;#7852  ;Porte de la Chapelle                      ;Marx Dormoy                               
;;;LineString;-1.360873864875157,-5.981919029831751,-1.360901781175913,-5.981891238196736                                                                                                                                                                                    ;10;262;#c9910d;Cardinal Lemoine                          ;Maubert - Mutualité                       
;;;LineString;-1.361552494668797,-5.982139146926932,-1.36155261764993,-5.98208036937266                                                                                                                                                                                      ;9;228;#b6bd00;Michel-Ange - Molitor                     ;Michel-Ange - Auteuil                     
;;;LineString;-1.361589802527972,-5.982115532456731,-1.361557631034451,-5.982083142259362,-1.361556895171495,-5.982082495196186,-1.361556029898955,-5.982081892674567,-1.361555066749351,-5.982081344685297,-1.361554039142522,-5.982080866173843,-1.361552972138267,-5.98208;10;265;#c9910d;Porte d'Auteuil                           ;Michel-Ange - Auteuil                     
;;;LineString;-1.361700108930812,-5.982149380286249,-1.361627851768382,-5.982149174918175,-1.36156680955013,-5.982148999172908,-1.361566331247186,-5.98214898177697,-1.361565834024022,-5.98214893158558,-1.36156531977758,-5.982148850127078,-1.361564795725018,-5.982148740;10;370;#c9910d;Boulogne - Jean Jaurès                    ;Michel-Ange - Molitor                     
;;;LineString;-1.361552379378538,-5.982194376753617,-1.361552494668797,-5.982139146926932                                                                                                                                                                                    ;9;247;#b6bd00;Exelmans                                  ;Michel-Ange - Molitor                     
;;;LineString;-1.360578273403494,-5.981957423719523,-1.360559568194968,-5.981974546746028,-1.360559193436557,-5.9819748947476,-1.36055877877577,-5.981975234256968,-1.360558328023586,-5.981975562239753,-1.360557848411069,-5.981975876432958,-1.360557341842638,-5.98197617;8;201;#e19bdf;Daumesnil                                 ;Michel Bizot                              
;;;LineString;-1.361525482986413,-5.982111951675914,-1.361506377470213,-5.982092717941285                                                                                                                                                                                    ;10;271;#c9910d;Chardon-Lagache                           ;Mirabeau                                  
;;;LineString;-1.361277975886805,-5.981707528558009,-1.36127827350946,-5.981597037038841,-1.361278301858285,-5.981596284861411,-1.361278380107162,-5.981595501613245,-1.361278505569782,-5.981594696042571,-1.361278585429862,-5.981594287025999,-1.361278675185996,-5.981593;13;317;#6ec4e8;Champs-Élysées - Clemenceau               ;Miromesnil                                
;;;LineString;-1.361340673524451,-5.98158290687165,-1.361339658544861,-5.981580907885125,-1.361338416981646,-5.981579298829711,-1.361308255574733,-5.981548933979235                                                                                                         ;9;224;#b6bd00;Saint-Philippe du Roule                   ;Miromesnil                                
;;;LineString;-1.361427213403902,-5.981513275174407,-1.361427306988371,-5.981479013657945                                                                                                                                                                                    ;2;38;#003ca6;Courcelles                                ;Monceau                                   
;;;LineString;-1.360635590325431,-5.981863653428587,-1.360635504733187,-5.981895592164184,-1.360635484665842,-5.981896104904629,-1.360635430693721,-5.981896640006886,-1.360635343218379,-5.981897189858193,-1.360635227189412,-5.981897752188849,-1.360635079579767,-5.98189;8;184;#e19bdf;Reuilly - Diderot                         ;Montgallet                                
;;;LineString;-1.361116436001631,-5.982134189733417,-1.361154200417213,-5.982134296787929                                                                                                                                                                                    ;6;125;#6eca97;Edgar Quinet                              ;Montparnasse - Bienvenüe                  
;;;LineString;-1.361186542811927,-5.982086315559568,-1.361154671786416,-5.982086228455195                                                                                                                                                                                    ;12;306;#7852  ;Falguière                                 ;Montparnasse - Bienvenüe                  
;;;LineString;-1.361132083805281,-5.982157970905714,-1.361132158709376,-5.98213031890743,-1.361132184054111,-5.982129823696543,-1.361132258789043,-5.982129343477764,-1.361132381015082,-5.982128877484131,-1.361132546534586,-5.982128431033085,-1.361132753439926,-5.982128;13;315;#6ec4e8;Gaîté                                     ;Montparnasse - Bienvenüe                  
;;;LineString;-1.361131697637514,-5.981997549748962,-1.36115153394114,-5.982017521077077,-1.361151883089916,-5.982017898991677,-1.361152222247639,-5.982018314185131,-1.361152551041546,-5.982018763991594,-1.361152862258715,-5.982019244202125,-1.361153162376139,-5.982019;4;94;#cf009e;Saint-Placide                             ;Montparnasse - Bienvenüe                  
;;;LineString;-1.360989502879576,-5.982143360142593,-1.360987339877823,-5.982145584293654,-1.360987242942106,-5.982169990793703                                                                                                                                              ;4;75;#cf009e;Denfert-Rochereau                         ;Mouton-Duvernet                           
;;;LineString;-1.36059389648776,-5.981491442681854,-1.360580087221802,-5.981505188122025,-1.360579394861962,-5.981505975664745,-1.360578749257649,-5.981506904583847,-1.360578161926044,-5.981507935701104,-1.360577650441652,-5.981509039373387,-1.360577227449607,-5.981510;2;26;#003ca6;Couronnes                                 ;Ménilmontant                              
;;;LineString;-1.360575897367082,-5.981785063994008,-1.360575772932002,-5.981831435664471                                                                                                                                                                                    ;2;35;#003ca6;Avron                                     ;Nation                                    
;;;LineString;-1.360635590325431,-5.981863653428587,-1.360575807562628,-5.981863495830295                                                                                                                                                                                    ;1;7;#ffcd00;Reuilly - Diderot                         ;Nation                                    
;;;LineString;-1.360625214310886,-5.981737900628292,-1.360611051214049,-5.981752002835857,-1.36061035999266,-5.981752791901691,-1.360609713253662,-5.981753719291201,-1.360609127437171,-5.981754753073958,-1.36060861443312,-5.981755856737725,-1.360608190305638,-5.9817569;9;220;#b6bd00;Rue des Boulets                           ;Nation                                    
;;;LineString;-1.360711253817426,-5.98209143206783,-1.360742825818318,-5.982123215253437                                                                                                                                                                                     ;6;121;#6eca97;Chevaleret                                ;Nationale                                 
;;;LineString;-1.361174151013715,-5.981415036391228,-1.361163569962971,-5.981404391789043,-1.361162327252677,-5.981402782728556,-1.361161785450104,-5.981401814159899,-1.3611613134071,-5.981400783742044,-1.361160923986949,-5.981399714735378,-1.361160630386195,-5.9813986;12;304;#7852  ;Trinité - d'Estienne d'Orves              ;Notre-Dame-de-Lorette                     
;;;LineString;-1.361154671786416,-5.982086228455195,-1.361133606917386,-5.982086183745211,-1.361132630252327,-5.982086115017687,-1.36113159308869,-5.982085924670489,-1.361130526193231,-5.982085624595568,-1.361129462992277,-5.982085227454005,-1.361128432720917,-5.982084;12;302;#7852  ;Montparnasse - Bienvenüe                  ;Notre-Dame-des-Champs                     
;;;LineString;-1.360753251205848,-5.981677803411165,-1.360753432505135,-5.98161170894997                                                                                                                                                                                     ;5;102;#ff7e2e;Richard-Lenoir                            ;Oberkampf                                 
;;;LineString;-1.360760734906096,-5.981545157521974,-1.360760642337431,-5.981579974465761,-1.360760587221747,-5.981600061121814,-1.360760586893355,-5.981600178376101,-1.360760584277081,-5.981600297907884,-1.360760577477016,-5.981600417808087,-1.360760569913258,-5.98160;9;238;#b6bd00;République                                ;Oberkampf                                 
;;;LineString;-1.360948659632716,-5.981872043509443,-1.361001854575849,-5.981872193480687                                                                                                                                                                                    ;10;269;#c9910d;Cluny - La Sorbonne                       ;Odéon                                     
;;;LineString;-1.360986650140561,-5.981829797423662,-1.360986566899191,-5.981860439898768,-1.360986589176703,-5.981860902892147,-1.360986657499232,-5.981861353457595,-1.360986767314497,-5.981861787774789,-1.360986919386187,-5.981862204703873,-1.360987337012645,-5.98186;4;84;#cf009e;Saint-Michel                              ;Odéon                                     
;;;LineString;-1.360623036141689,-5.982119439921956,-1.360664381524425,-5.982161061462896                                                                                                                                                                                    ;14;351;#62259d;Bibliothèque François-Mitterrand          ;Olympiades                                
;;;LineString;-1.361132688274499,-5.981527168832167,-1.361132808472403,-5.981527426157006,-1.361132923716404,-5.981527687274308,-1.361133034778747,-5.981527947998634,-1.361133141266366,-5.981528212897194,-1.361133241666815,-5.981528478920006,-1.361133335595575,-5.98152;7;179;#fa9aba;Chaussée d'Antin - La Fayette             ;Opéra                                     
;;;LineString;-1.361229518542418,-5.981664100062819,-1.361229547906982,-5.981653230828416,-1.36122957301704,-5.981643877521273,-1.36122956907176,-5.981643521937265,-1.361229549937962,-5.981643158694718,-1.361229520941239,-5.981642787047813,-1.361229502834802,-5.9816425;8;186;#e19bdf;Madeleine                                 ;Opéra                                     
;;;LineString;-1.360469163970037,-5.981290455684324,-1.360541394482887,-5.981290700697113                                                                                                                                                                                    ;5;110;#ff7e2e;Porte de Pantin                           ;Ourcq                                     
