Geo Point;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.98078421049,-1.36109216245;"{""type"": ""LineString"", ""coordinates"": [[-1.361053138742163, -5.980782055414724, 0.0], [-1.361131186164462, -5.980786365565384, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.9807979263,-1.36134054826;"{""type"": ""LineString"", ""coordinates"": [[-1.361314436163846, -5.980796483919462, 0.0], [-1.361366660352818, -5.980799368685853, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98080095416,-1.36139537077;"{""type"": ""LineString"", ""coordinates"": [[-1.361366660352818, -5.980799368685853, 0.0], [-1.361424081188987, -5.980802539627256, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98091497,-1.35986184594;"{""type"": ""LineString"", ""coordinates"": [[-1.359863508972392, -5.980885052618966, 0.0], [-1.359860182902418, -5.980944887385711, 0.0]]}";A01761;C01843;T4;TRAMWAY;0
-5.98202044152,-1.36094981093;"{""type"": ""LineString"", ""coordinates"": [[-1.360952493929064, -5.981971808232737, 0.0], [-1.360947127922369, -5.982069074812634, 0.0]]}";A01857;C01743;B;RER;0
-5.98219731659,-1.36094005132;"{""type"": ""LineString"", ""coordinates"": [[-1.360943708064419, -5.982131048944271, 0.0], [-1.360936394571294, -5.982263584227807, 0.0]]}";A01857;C01743;B;RER;0
-5.98251653087,-1.36093082639;"{""type"": ""LineString"", ""coordinates"": [[-1.360925299302076, -5.982473896739267, 0.0], [-1.360925326326432, -5.982476959111011, 0.0], [-1.360925533958073, -5.982483047364303, 0.0], [-1.360925893507025, -5.982489101704116, 0.0], [-1.360926403811415, -5.982495115584462, 0.0], [-1.360927063648262, -5.982501090462748, 0.0], [-1.36092787014814, -5.982507023129945, 0.0], [-1.360928823099268, -5.982512910524199, 0.0], [-1.360929918979694, -5.982518754356927, 0.0], [-1.360931156648543, -5.98252454770209, 0.0], [-1.360932535262502, -5.982530292038123, 0.0], [-1.360934051614465, -5.982535983374755, 0.0], [-1.360935704628382, -5.982541620508654, 0.0], [-1.360937492869531, -5.982547201835332, 0.0], [-1.360939414227822, -5.982552724187847, 0.0], [-1.360941464589903, -5.982558186194654, 0.0]]}";A01857;C01743;B;RER;0
-5.98264030759,-1.36099473738;"{""type"": ""LineString"", ""coordinates"": [[-1.360974301295089, -5.982616521153676, 0.0], [-1.36097923551351, -5.982622778362587, 0.0], [-1.360982931823097, -5.982627184595883, 0.0], [-1.360986730382663, -5.98263149773862, 0.0], [-1.361015623010909, -5.982663712505662, 0.0]]}";A01857;C01743;B;RER;0
-5.98338024893,-1.36204228722;"{""type"": ""LineString"", ""coordinates"": [[-1.361966619027061, -5.983376067099207, 0.0], [-1.362117955415968, -5.983384430757257, 0.0]]}";A01857;C01743;B;RER;0
-5.98029919511,-1.36212574276;"{""type"": ""LineString"", ""coordinates"": [[-1.362040037538778, -5.980329347327205, 0.0], [-1.362207122300933, -5.98027056295372, 0.0], [-1.362210361399536, -5.980269471839603, 0.0], [-1.362210710645563, -5.980269361156924, 0.0], [-1.362211476145736, -5.980269126343594, 0.0]]}";A01840;C01727;C;RER;0
-5.98084021945,-1.36142200414;"{""type"": ""LineString"", ""coordinates"": [[-1.361424081188987, -5.980802539627256, 0.0], [-1.361419927083867, -5.980877899266051, 0.0]]}";A01840;C01727;C;RER;0
-5.98166336595,-1.36157220389;"{""type"": ""LineString"", ""coordinates"": [[-1.361568614438705, -5.981728479692754, 0.0], [-1.361568638580245, -5.981728042557942, 0.0], [-1.361568701600162, -5.981726901446001, 0.0], [-1.361568764809014, -5.981725756913018, 0.0], [-1.361568828038861, -5.981724611999869, 0.0], [-1.361568891310696, -5.981723466326466, 0.0], [-1.361568954540546, -5.981722321413305, 0.0], [-1.361569017812384, -5.981721175739864, 0.0], [-1.361569081168194, -5.981720028545939, 0.0], [-1.361569143468975, -5.98171887976848, 0.0], [-1.361569206887767, -5.981717731434187, 0.0], [-1.361569270369539, -5.981716581959499, 0.0], [-1.361569333872304, -5.981715432104684, 0.0], [-1.361569397354079, -5.981714282629984, 0.0], [-1.361569460982805, -5.981713130494419, 0.0], [-1.361569524548556, -5.981711979499185, 0.0], [-1.361569588177285, -5.981710827363594, 0.0], [-1.361569651806016, -5.981709675227978, 0.0], [-1.361569715518719, -5.981708521571892, 0.0], [-1.361569779210432, -5.981707368295881, 0.0], [-1.361569842965126, -5.981706213879502, 0.0], [-1.361569905222143, -5.981705058998927, 0.0], [-1.361569968997833, -5.981703904202383, 0.0], [-1.361570032815508, -5.981702748645597, 0.0], [-1.361570096654179, -5.981701592708684, 0.0], [-1.361570160492853, -5.981700436771745, 0.0], [-1.361570224394505, -5.981699279694425, 0.0], [-1.361570288233181, -5.981698123757423, 0.0], [-1.361570352281786, -5.981696964019264, 0.0], [-1.361570416183444, -5.981695806941906, 0.0], [-1.361570479030073, -5.981694648280974, 0.0], [-1.361570543057691, -5.981693488922866, 0.0], [-1.361570606959355, -5.981692331845443, 0.0], [-1.361570671070947, -5.981691170966814, 0.0], [-1.361570735056585, -5.981690012368871, 0.0], [-1.361570799084211, -5.981688853010699, 0.0], [-1.36157086313283, -5.98168769327236, 0.0], [-1.361570927181452, -5.981686533533985, 0.0], [-1.361570991293054, -5.981685372655304, 0.0], [-1.361571054328633, -5.981684210573126, 0.0], [-1.361571118377261, -5.981683050834725, 0.0], [-1.361571182488868, -5.981681889955943, 0.0], [-1.361571246600477, -5.98168072907716, 0.0], [-1.361571310712088, -5.98167956819834, 0.0], [-1.361571374886679, -5.981678406179137, 0.0], [-1.361571438998294, -5.981677245300278, 0.0], [-1.361571503172889, -5.981676083281063, 0.0], [-1.36157156722153, -5.981674923542522, 0.0], [-1.361571631396128, -5.981673761523243, 0.0], [-1.361571694431726, -5.981672599440913, 0.0], [-1.36157175854335, -5.981671438561952, 0.0], [-1.361571822738947, -5.981670276162496, 0.0], [-1.361571886913553, -5.981669114143153, 0.0], [-1.361571951025183, -5.981667953264154, 0.0], [-1.361572015136814, -5.981666792385091, 0.0], [-1.361572079311427, -5.981665630365699, 0.0], [-1.361572143486041, -5.981664468346267, 0.0], [-1.361572207534699, -5.981663308607548, 0.0], [-1.361572271709317, -5.981662146588065, 0.0], [-1.36157233575798, -5.981660986849295, 0.0], [-1.361572399932601, -5.981659824829801, 0.0], [-1.361572462525575, -5.981658663866567, 0.0], [-1.361572526574244, -5.981657504127721, 0.0], [-1.361572590622915, -5.981656344388862, 0.0], [-1.361572654734565, -5.981655183509634, 0.0], [-1.361572718762248, -5.981654024150851, 0.0], [-1.361572782810923, -5.981652864411942, 0.0], [-1.361572846775631, -5.981651706193489, 0.0], [-1.361572910887289, -5.981650545314184, 0.0], [-1.361572974810014, -5.981649387855923, 0.0], [-1.361573037635726, -5.98164822957433, 0.0], [-1.36157310168441, -5.981647069835331, 0.0], [-1.36157316558615, -5.981645912757133, 0.0], [-1.36157322948789, -5.98164475567891, 0.0], [-1.361573293389632, -5.981643598600648, 0.0], [-1.361573357228399, -5.981642442662743, 0.0], [-1.361573421130145, -5.981641285584456, 0.0], [-1.361573484968915, -5.981640129646499, 0.0], [-1.361573548744708, -5.981638974848874, 0.0], [-1.36157361144448, -5.981637818847854, 0.0], [-1.361573675199285, -5.981636664430304, 0.0], [-1.361573738891114, -5.981635511153097, 0.0], [-1.361573802603936, -5.981634357495764, 0.0], [-1.36157386623279, -5.981633205358864, 0.0], [-1.361573929924625, -5.981632052081607, 0.0], [-1.361573993490504, -5.981630901085036, 0.0], [-1.361574057119365, -5.981629748948097, 0.0], [-1.361574120685248, -5.981628597951489, 0.0], [-1.361574184167163, -5.9816274484753, 0.0], [-1.361574247586102, -5.981626300139492, 0.0], [-1.36157431115199, -5.981625149142821, 0.0], [-1.361574372989284, -5.981624001863224, 0.0], [-1.36157443634525, -5.981622854667684, 0.0], [-1.361574499701217, -5.981621707472169, 0.0], [-1.361574562910238, -5.98162056293743, 0.0], [-1.361574626266209, -5.981619415741826, 0.0], [-1.361574689496226, -5.981618270826934, 0.0], [-1.361574752705252, -5.981617126292145, 0.0], [-1.361574815788324, -5.981615984038016, 0.0], [-1.361574878934375, -5.981614840643531, 0.0], [-1.361574941933479, -5.981613699909873, 0.0], [-1.361575003814575, -5.981612558732985, 0.0], [-1.361575066750706, -5.981611419139632, 0.0], [-1.361575129623859, -5.981610280686597, 0.0], [-1.361575192497015, -5.981609142233549, 0.0], [-1.361575255370172, -5.981608003780476, 0.0], [-1.361575318117376, -5.981606867608115, 0.0], [-1.361575380906565, -5.981605730675462, 0.0], [-1.361575443506823, -5.981604597163889, 0.0], [-1.361575506107081, -5.981603463652277, 0.0], [-1.36157556756834, -5.98160233007759, 0.0], [-1.361575630105625, -5.981601197706323, 0.0], [-1.36157569255894, -5.981600066855462, 0.0], [-1.361575754949279, -5.98159893714497, 0.0], [-1.361575792778147, -5.981598252172445, 0.0]]}";A01840;C01727;C;RER;0
-5.98192372619,-1.36155784371;"{""type"": ""LineString"", ""coordinates"": [[-1.361554663106917, -5.981974341287043, 0.0], [-1.361554728273233, -5.981973906043554, 0.0], [-1.36155488635442, -5.981972760666108, 0.0], [-1.361555031124505, -5.981971608070062, 0.0], [-1.361555162373562, -5.981970452056562, 0.0], [-1.361555277802603, -5.981969292879592, 0.0], [-1.361555378464852, -5.981968125259611, 0.0], [-1.361555464003438, -5.981966955658551, 0.0], [-1.36155553762363, -5.981965781203647, 0.0], [-1.361555580259433, -5.981965009188233, 0.0], [-1.361555705731716, -5.981962737235291, 0.0], [-1.361555798392697, -5.981961059403527, 0.0], [-1.361555910366801, -5.981959031865017, 0.0], [-1.361555973533298, -5.981957888096105, 0.0], [-1.361556040137168, -5.981956661398821, 0.0], [-1.361556112498393, -5.981955351139066, 0.0], [-1.361556189414999, -5.981953958394095, 0.0], [-1.361556270928971, -5.981952482403727, 0.0], [-1.361556356767405, -5.981950928109401, 0.0], [-1.361556447035265, -5.981949293610556, 0.0], [-1.361556541606598, -5.981947581187907, 0.0], [-1.361556639258434, -5.981945792298844, 0.0], [-1.361556742373735, -5.981943925168874, 0.0], [-1.361556849540598, -5.981941984676459, 0.0], [-1.361556960842995, -5.981939969301103, 0.0], [-1.361557076196957, -5.981937880563327, 0.0], [-1.361557135290936, -5.981936810536579, 0.0], [-1.361557195476529, -5.981935720743767, 0.0], [-1.361557256564802, -5.98193461460593, 0.0], [-1.361557318744689, -5.981933488702066, 0.0], [-1.361557381743285, -5.981932347973637, 0.0], [-1.36155744471549, -5.981931187036001, 0.0], [-1.361557509666397, -5.981930010956737, 0.0], [-1.361557575561969, -5.981928817772234, 0.0], [-1.361557642486179, -5.98192760596202, 0.0], [-1.361557710250092, -5.98192637894714, 0.0], [-1.361557776384977, -5.98192513315943, 0.0], [-1.361557845996237, -5.981923872694273, 0.0], [-1.361557916489187, -5.981922596264234, 0.0], [-1.361557988031766, -5.981921300828346, 0.0], [-1.361558060330079, -5.981919991708273, 0.0], [-1.36155813359405, -5.981918665102809, 0.0], [-1.361558207739711, -5.98191732253246, 0.0], [-1.361558281586077, -5.981915964694369, 0.0], [-1.361558357390155, -5.981914592094751, 0.0], [-1.361558434159892, -5.981913202009791, 0.0], [-1.361558511748341, -5.981911797100266, 0.0], [-1.361558590176495, -5.981910376986061, 0.0], [-1.36155866942336, -5.981908942047303, 0.0], [-1.361558749551916, -5.981907491143612, 0.0], [-1.361558830457198, -5.981906026175622, 0.0], [-1.361558912181194, -5.981904546383054, 0.0], [-1.361558994723902, -5.981903051765908, 0.0], [-1.361559076566657, -5.981901542240128, 0.0], [-1.361559160704805, -5.98190001873408, 0.0], [-1.361559245661666, -5.981898480403454, 0.0], [-1.361559331353269, -5.981896928768745, 0.0], [-1.361559417905571, -5.98189536154923, 0.0], [-1.361559505129638, -5.981893782165951, 0.0], [-1.36155959310944, -5.981892189098462, 0.0], [-1.361559680831935, -5.981890580002988, 0.0], [-1.361559770260231, -5.981888960707373, 0.0], [-1.361559860507241, -5.98188732658718, 0.0], [-1.361559951530979, -5.981885678402664, 0.0], [-1.361560043289459, -5.981884016914039, 0.0], [-1.361560135677722, -5.981882344021854, 0.0], [-1.361560227745699, -5.981880656242065, 0.0], [-1.361560321561463, -5.981878957501907, 0.0], [-1.361560416069985, -5.981877246217858, 0.0], [-1.361560511418215, -5.981875519729102, 0.0], [-1.361560607312256, -5.981873783357295, 0.0], [-1.361560646253466, -5.981873078241337, 0.0]]}";A01840;C01727;C;RER;0
-5.98338557959,-1.36106535974;"{""type"": ""LineString"", ""coordinates"": [[-1.361085643391158, -5.983408264277998, 0.0], [-1.361045076082444, -5.983362894901291, 0.0]]}";A01840;C01727;C;RER;1
-5.98360542,-1.36233409989;"{""type"": ""LineString"", ""coordinates"": [[-1.362406492678339, -5.983609270160784, 0.0], [-1.362261707109612, -5.983601569848364, 0.0]]}";A01840;C01727;C;RER;0
-5.98359772657,-1.36218944646;"{""type"": ""LineString"", ""coordinates"": [[-1.362261705970638, -5.983601569785288, 0.0], [-1.362117186956708, -5.983593883353203, 0.0]]}";A01840;C01727;C;RER;0
