Geo Point;Geo Shape;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.98282828982,-1.36090918695;"{""type"": ""Point"", ""coordinates"": [-1.360909186948939, -5.982828289821615]}";57491;1150;PLACE DE LA LOGISTIQUE;Place de la Logistique;TRAM;;A02134;TRAM 7;TRAM 7-1819;7;357.21658499;145.31903161
-5.9830227121,-1.36089627752;"{""type"": ""Point"", ""coordinates"": [-1.360896277522549, -5.983022712103953]}";58782;1157;COEUR D'ORLY;Coeur d'Orly;TRAM;;A02134;TRAM 7;TRAM 7-1805;7;357.5649933;114.08090664
-5.98277984035,-1.36031174783;"{""type"": ""Point"", ""coordinates"": [-1.360311747827759, -5.982779840348682]}";46286;1159;CRETEIL POMPADOUR;Creteil Pompadour;RER;;A01842;RER D;RER D-520;D;453.39829567;149.92783539
-5.98275286495,-1.3613658456;"{""type"": ""Point"", ""coordinates"": [-1.361365845604291, -5.982752864947138]}";47746;1166;HÔPITAL BÉCLÈRE;Hôpital Béclère;TRAM;;A02149;TRAM 6;TRAM 6-117053;6;284.69458045;161.4395891
-5.98279299339,-1.36140173391;"{""type"": ""Point"", ""coordinates"": [-1.361401733907476, -5.982792993393577]}";42642;1167;MAIL DE LA PLAINE;Mail de la Plaine;TRAM;;A02149;TRAM 6;TRAM 6-117052;6;278.58759601;155.33367759
-5.98281348054,-1.36160454832;"{""type"": ""Point"", ""coordinates"": [-1.36160454831719, -5.982813480537512]}";42830;1171;MEUDON-LA-FORÊT;Meudon-la-Forêt;TRAM;;A02149;TRAM 6;TRAM 6-117048;6;245.90068941;153.85140084
-5.98287028704,-1.36168339185;"{""type"": ""Point"", ""coordinates"": [-1.361683391848101, -5.982870287044597]}";44285;1174;INNOVEL PARC NORD;Innovel Parc Nord;TRAM;;A02149;TRAM 6;TRAM 6-117045;6;232.76161878;145.45629941
-5.98066535134,-1.3613230289;"{""type"": ""Point"", ""coordinates"": [-1.361323028903879, -5.9806653513399]}";50564;1192;LACÉPÈDE;Lacépède;TRAM;;A02150;TRAM 8;TRAM 8-117070;8;310.03284541;495.22915163
-5.98072379823,-1.36100936325;"{""type"": ""Point"", ""coordinates"": [-1.361009363245228, -5.980723798226293]}";59326;1183;DELAUNAY BELLEVILLE;Delaunay Belleville;TRAM;;A02150;TRAM 8;TRAM 8-117061;8;359.78600765;483.09370673
-5.98075478985,-1.36100765571;"{""type"": ""Point"", ""coordinates"": [-1.361007655709892, -5.980754789850578]}";46334;1182;PAUL ELUARD;Paul Eluard;TRAM;;A02150;TRAM 8;TRAM 8-117060;8;359.78547501;478.11762246
-5.98051805232,-1.36035378585;"{""type"": ""Point"", ""coordinates"": [-1.360353785853135, -5.980518052324967]}";462931;1205;GARE DE STAINS LA CERISAIE;Gare de Stains la Cerisaie;TRAM;;A02225;TRAM 11;TRAM 11-521;11;466.67443819;510.22084139
-5.98116904447,-1.36111145524;"{""type"": ""Point"", ""coordinates"": [-1.361111455237235, -5.981169044473518]}";44515;1209;PORTE DE CLIGNACOURT;Pte de Clignacourt;TRAM;;A01757;TRAM 3b;TRAM 3b-104029;3B;339.483474;412.72421092
-5.98319070715,-1.36054193441;"{""type"": ""Point"", ""coordinates"": [-1.360541934410664, -5.983190707151222]}";43225;9999;VIRY-CHATILLON;Viry-Chatillon;RER;;A01842;RER D;RER D-999999;D;428.83101465;46.10150802
-5.98085781292,-1.35971082204;"{""type"": ""Point"", ""coordinates"": [-1.359710822039951, -5.980857812917564]}";43043;1221;ROMAIN ROLLAND;Romain Rolland;TRAM;;A01761;TRAM 4;TRAM 4-527;4;566.71458424;450.13711434
-5.98132043982,-1.36169992415;"{""type"": ""Point"", ""coordinates"": [-1.361699924148778, -5.981320439818207]}";51613;478;LOUISE MICHEL;Louise Michel;METRO;;A01536;METRO 3;METRO 3-103077;3;243.83039281;393.70360435
-5.98278663268,-1.36059504952;"{""type"": ""Point"", ""coordinates"": [-1.360595049519386, -5.982786632680359]}";479025;1243;ROUGET DE LISLE;Rouget de Lisle;TRAM;;A01855;TRAM 9;TRAM 9-117085;9;407.93266823;149.20431256
-5.98288286103,-1.36064763022;"{""type"": ""Point"", ""coordinates"": [-1.360647630219727, -5.982882861031435]}";479023;1248;ORLY - GASTON VIENS;Orly - Gaston Viens;TRAM;TRAM  9;A01855;TRAM 9;TRAM 9-117089;9;398.65389316;134.26568846
-5.9824354074,-1.36064326294;"{""type"": ""Point"", ""coordinates"": [-1.360643262938844, -5.982435407402191]}";479018;1232;CIMETIÈRE PARISIEN D'IVRY;Cimetière Parisien d'Ivry;TRAM;;A01855;TRAM 9;TRAM 9-117074;9;403.31354945;205.856339
-5.97993216184,-1.36034573343;"{""type"": ""Point"", ""coordinates"": [-1.360345733426355, -5.979932161841475]}";47958;845;SURVILLIERS-FOSSES;Survilliers-Fosses;RER;;A01842;RER D;RER D-260;D;473.14917512;603.93681228
-5.98177814143,-1.35974153975;"{""type"": ""Point"", ""coordinates"": [-1.359741539754713, -5.981778141429067]}";43101;116;BRY-SUR-MARNE;Bry-sur-Marne;RER;;A01856;RER A;RER A-357;A;553.64905589;303.0836939
-5.98150965866,-1.3592080967;"{""type"": ""Point"", ""coordinates"": [-1.359208096701778, -5.981509658660187]}";43213;70;VAL-D'EUROPE;Val-D'Europe;RER;;A01856;RER A;RER A-453;A;641.51889077;341.33746765
-5.98135057479,-1.35996423565;"{""type"": ""Point"", ""coordinates"": [-1.35996423565117, -5.981350574789451]}";42356;747;ROSNY-BOIS-PERRIER;Rosny-Bois-Perrier;RER;;A01843;RER E;RER E-359;E;521.74046271;373.50121025
-5.98276150515,-1.3611030443;"{""type"": ""Point"", ""coordinates"": [-1.361103044303684, -5.982761505154966]}";43177;622;PARC-DE-SCEAUX;Parc-de-Sceaux;RER;;A01857;RER B;RER B-299;B;326.73776875;157.72773407
-5.98270684879,-1.36219076868;"{""type"": ""Point"", ""coordinates"": [-1.362190768684958, -5.98270684878554]}";43167;566;MONTREUIL;Montreuil;TRAIN;;A02176;TRAIN L;TRAIN L-148;L;152.89022202;176.11665681
-5.98068829789,-1.36230076282;"{""type"": ""Point"", ""coordinates"": [-1.362300762824731, -5.980688297892169]}";43116;211;CORMEILLES-EN-PARISIS;Cormeilles-en-Parisis;TRAIN;;A01852;TRAIN J;TRAIN J-225;J;153.13067849;500.22059603
-5.98004778808,-1.36131570732;"{""type"": ""Point"", ""coordinates"": [-1.361315707316465, -5.980047788075399]}";47530;595;NOINTEL-MOURS;Nointel-Mours;TRAIN;;A01849;TRAIN H;TRAIN H-269;H;316.6719913;594.02178955
-5.98032400776,-1.36300702726;"{""type"": ""Point"", ""coordinates"": [-1.363007027261089, -5.980324007760443]}";47922;865;US;Us;TRAIN;;A01852;TRAIN J;TRAIN J-282;J;43.16491699;564.79510498
-5.98127583963,-1.3611434944;"{""type"": ""Point"", ""coordinates"": [-1.361143494395815, -5.981275839627466]}";45558;1018;FUNICULAIRE MONTMARTRE STATION HAUTE;Funiculaire Montmartre Station Haute;NAVETTE;FUNICULAIRE MONTMART;A01548;FUNICULAIRE MONTMARTRE;FUNICULAIRE MONTMARTRE-467;FUN;333.40344159;395.9124635
