Geo Point;origin_x;origin_y;arrival_x;arrival_y;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.98157622957,-1.36119244583;-1,36114;-5,98159;-1,36122;-5,98154;"{""type"": ""LineString"", ""coordinates"": [[-1.361140028660792, -5.981585105941188, 0.0], [-1.361192943426764, -5.981587992591486, 0.0], [-1.361193117841322, -5.981587999576912, 0.0], [-1.361193297233547, -5.981588006075269, 0.0], [-1.361193476856672, -5.981588008392366, 0.0], [-1.361193660549358, -5.981588005978058, 0.0], [-1.361193846520052, -5.981588003689866, 0.0], [-1.361194032763627, -5.981587996460134, 0.0], [-1.361194220588847, -5.981587988174089, 0.0], [-1.36119441102793, -5.981587973932252, 0.0], [-1.361194603682049, -5.981587960956887, 0.0], [-1.361194795933676, -5.981587941477453, 0.0], [-1.36119498894464, -5.981587922040091, 0.0], [-1.361195184802196, -5.981587899328755, 0.0], [-1.361195382409326, -5.981587872520177, 0.0], [-1.361195582336446, -5.981587845077462, 0.0], [-1.361195781355461, -5.981587813390422, 0.0], [-1.361195980183727, -5.981587778261272, 0.0], [-1.361196180530665, -5.981587743216215, 0.0], [-1.361196383745187, -5.981587704517058, 0.0], [-1.361196584448971, -5.981587663009967, 0.0], [-1.361196789012408, -5.981587620572704, 0.0], [-1.361196991107087, -5.981587574567265, 0.0], [-1.361197194804401, -5.9815875271254, 0.0], [-1.361197399470961, -5.981587475924397, 0.0], [-1.361197603525121, -5.981587422020522, 0.0], [-1.361197807621263, -5.981587367356431, 0.0], [-1.361198011421701, -5.981587311150864, 0.0], [-1.361198215811717, -5.981587251165094, 0.0], [-1.36119841994801, -5.98158718887762, 0.0], [-1.361198621890259, -5.981587124943573, 0.0], [-1.361198826553158, -5.981587060016289, 0.0], [-1.361199028684325, -5.981586992661186, 0.0], [-1.361199229823425, -5.981586922582193, 0.0], [-1.36119943064583, -5.981586851341865, 0.0], [-1.361199631994841, -5.981586777461701, 0.0], [-1.361199830833112, -5.981586700773618, 0.0], [-1.361200029713365, -5.981586623325279, 0.0], [-1.361200226399573, -5.981586544230368, 0.0], [-1.361200423232718, -5.981586462474668, 0.0], [-1.36120061974917, -5.981586379557543, 0.0], [-1.361200812911581, -5.981586295310972, 0.0], [-1.361201005060934, -5.981586208720638, 0.0], [-1.361201196914584, -5.981586120588791, 0.0], [-1.36120138427519, -5.981586031064409, 0.0], [-1.36120157254207, -5.981585938921246, 0.0], [-1.361201757391936, -5.98158584658893, 0.0], [-1.361201941291718, -5.981585750772519, 0.0], [-1.361202122470851, -5.981585655949331, 0.0], [-1.361202302657917, -5.981585558402279, 0.0], [-1.36120248025028, -5.981585459567738, 0.0], [-1.361202654129928, -5.981585359002594, 0.0], [-1.361202825773548, -5.981585257551131, 0.0], [-1.361202997564106, -5.981585153438829, 0.0], [-1.361203164060303, -5.981585048652185, 0.0], [-1.361203329839146, -5.981584943063265, 0.0], [-1.361203491525604, -5.9815848357227, 0.0], [-1.361203650997028, -5.981584727115702, 0.0], [-1.361203805532768, -5.98158461823548, 0.0], [-1.361203958992477, -5.981584508151878, 0.0], [-1.361204108655506, -5.98158439785809, 0.0], [-1.361204255891759, -5.981584283235899, 0.0], [-1.361204399606046, -5.981584170325191, 0.0], [-1.361204539311912, -5.981584054142327, 0.0], [-1.361204675516802, -5.981583939290806, 0.0], [-1.361204806848981, -5.981583823025731, 0.0], [-1.361215039426605, -5.981574649251231, 0.0], [-1.361215170905752, -5.981574530325304, 0.0], [-1.361215299937132, -5.981574407451101, 0.0], [-1.361215429094459, -5.981574282296185, 0.0], [-1.361215558608633, -5.981574150679285, 0.0], [-1.361215687046775, -5.981574017858965, 0.0], [-1.361215813037153, -5.981573881090343, 0.0], [-1.361215940756112, -5.981573740604607, 0.0], [-1.36121606594334, -5.981573597691064, 0.0], [-1.361216191340481, -5.981573450976326, 0.0], [-1.361216314142917, -5.981573302974124, 0.0], [-1.361216438757899, -5.981573149734325, 0.0], [-1.361216560757188, -5.98157299558719, 0.0], [-1.361216681848374, -5.981572837195707, 0.0], [-1.361216801926503, -5.981572676460435, 0.0], [-1.361216920632896, -5.981572512980332, 0.0], [-1.361217038242267, -5.981572348676897, 0.0], [-1.361217154880563, -5.981572181269495, 0.0], [-1.361217270568774, -5.981572010377961, 0.0], [-1.361217384822276, -5.981571837881901, 0.0], [-1.361217496860744, -5.981571664119408, 0.0], [-1.36121760864549, -5.981571488055173, 0.0], [-1.361217718299166, -5.981571309204009, 0.0], [-1.361217828395482, -5.981571129233518, 0.0], [-1.361217934399414, -5.981570947511343, 0.0], [-1.361218039327315, -5.981570764585812, 0.0], [-1.361218143242159, -5.981570579316517, 0.0], [-1.361218245722294, -5.98157039244267, 0.0], [-1.361218345987394, -5.981570204302365, 0.0], [-1.361218445176464, -5.981570014958691, 0.0], [-1.361218542846862, -5.981569825530922, 0.0], [-1.361218638386189, -5.981569633316225, 0.0], [-1.361218730107843, -5.981569441271521, 0.0], [-1.361218822989494, -5.981569248909717, 0.0], [-1.361218912517105, -5.98156905521844, 0.0], [-1.361218999450014, -5.981568860239675, 0.0], [-1.361219084948214, -5.981568663656359, 0.0], [-1.361219169223445, -5.981568468530499, 0.0], [-1.361219250102656, -5.981568272835371, 0.0], [-1.361219329568148, -5.981568075155604, 0.0], [-1.361219407852656, -5.981567878172988, 0.0], [-1.361219481264452, -5.98156767977683, 0.0], [-1.36121955452931, -5.981567484041501, 0.0], [-1.361219624144425, -5.981567285435161, 0.0], [-1.361219692473599, -5.981567089426634, 0.0], [-1.361219758229061, -5.981566891750517, 0.0], [-1.361219821242882, -5.981566695447751, 0.0], [-1.361219880776717, -5.981566500096187, 0.0], [-1.361219939318485, -5.981566302020757, 0.0], [-1.361219994971675, -5.98156610797953, 0.0], [-1.36122004798818, -5.981565913411044, 0.0], [-1.361220097650645, -5.981565717513099, 0.0], [-1.361220145668492, -5.981565523811759, 0.0], [-1.361220189721729, -5.981565332941215, 0.0], [-1.361220230378945, -5.981565141501415, 0.0], [-1.361220270973188, -5.981564951201971, 0.0], [-1.361220306168113, -5.981564762128784, 0.0], [-1.361220340540729, -5.981564574153893, 0.0], [-1.361220369535019, -5.981564387025144, 0.0], [-1.361220397180394, -5.981564203634552, 0.0], [-1.361220419573388, -5.981564018809377, 0.0], [-1.361220440955154, -5.98156383850358, 0.0], [-1.361220459721226, -5.981563657290433, 0.0], [-1.361220474417733, -5.981563480808668, 0.0], [-1.361220484262518, -5.981563302533209, 0.0], [-1.361220854730356, -5.981556821450397, 0.0], [-1.361221803181347, -5.981539618732016, 0.0], [-1.361221814397874, -5.981539443201414, 0.0], [-1.361221827722652, -5.981539263974664, 0.0], [-1.361221845223782, -5.981539084979115, 0.0], [-1.361221867870509, -5.981538902455581, 0.0], [-1.361221890643182, -5.981538717651347, 0.0], [-1.361221904392407, -5.981538627286432, 0.0], [-1.36122191828857, -5.98153853426069, 0.0], [-1.361221931805064, -5.981538441213894, 0.0], [-1.361221934205359, -5.981538425333015, 0.0]]}";A01536;C01373;3;METRO;0
-5.9813582812,-1.36165726903;-1,36170;-5,98132;-1,36161;-5,98139;"{""type"": ""LineString"", ""coordinates"": [[-1.361699922693082, -5.981320438593782, 0.0], [-1.361624824553358, -5.981387760829031, 0.0], [-1.361623154695683, -5.981388917846824, 0.0], [-1.361622161793478, -5.981389408875982, 0.0], [-1.361621106607641, -5.981389827826597, 0.0], [-1.361620022629411, -5.981390161301483, 0.0], [-1.361618941283737, -5.981390398839224, 0.0], [-1.361616915458129, -5.981390540244777, 0.0], [-1.361612125492813, -5.981390276223943, 0.0]]}";A01536;C01373;3;METRO;0
-5.98129734201,-1.36172568719;-1,36175;-5,98127;-1,36170;-5,98132;"{""type"": ""LineString"", ""coordinates"": [[-1.361751451679073, -5.981274245430042, 0.0], [-1.361699922693082, -5.981320438593782, 0.0]]}";A01536;C01373;3;METRO;0
-5.98155867245,-1.3604316271;-1,36047;-5,98156;-1,36039;-5,98156;"{""type"": ""LineString"", ""coordinates"": [[-1.360471404094032, -5.981560768802145, 0.0], [-1.360391850108976, -5.981556576106989, 0.0]]}";A01536;C01373;3;METRO;0
-5.9815339123,-1.36079145354;-1,36083;-5,98154;-1,36075;-5,98153;"{""type"": ""LineString"", ""coordinates"": [[-1.360829607415009, -5.981540109255848, 0.0], [-1.360828600243775, -5.981538982875817, 0.0], [-1.360827070241701, -5.981537648737577, 0.0], [-1.360825134752311, -5.981536519780572, 0.0], [-1.36082304438469, -5.981535712821268, 0.0], [-1.360821042746016, -5.981535347338882, 0.0], [-1.360751931668285, -5.98153152981697, 0.0]]}";A01536;C01373;3;METRO;0
-5.98156894232,-1.360867063;-1,36089;-5,98157;-1,36085;-5,98156;"{""type"": ""LineString"", ""coordinates"": [[-1.360888118997811, -5.981571187726997, 0.0], [-1.360860340448585, -5.981569652501623, 0.0], [-1.36085834018269, -5.981569289763343, 0.0], [-1.36085625095528, -5.981568482866608, 0.0], [-1.360854315530028, -5.98156735276903, 0.0], [-1.360852781732256, -5.98156601842067, 0.0], [-1.360848411883071, -5.981561132564486, 0.0]]}";A01536;C01373;3;METRO;0
-5.98156864257,-1.36061395065;-1,36065;-5,98157;-1,36058;-5,98157;"{""type"": ""LineString"", ""coordinates"": [[-1.360645145892351, -5.981570365844404, 0.0], [-1.360582755408075, -5.981566919285966, 0.0]]}";A01536;C01373;3;METRO;0
-5.98156872028,-1.36068183907;-1,36071;-5,98155;-1,36065;-5,98157;"{""type"": ""LineString"", ""coordinates"": [[-1.360714229695516, -5.981554426882658, 0.0], [-1.360696854876951, -5.981570005550814, 0.0], [-1.360695186238678, -5.981571161507891, 0.0], [-1.360693136964067, -5.981572072586673, 0.0], [-1.360690968994182, -5.981572643476175, 0.0], [-1.360688940896895, -5.981572784779085, 0.0], [-1.360645145892351, -5.981570365844404, 0.0]]}";A01536;C01373;3;METRO;0
-5.98158106302,-1.36106687101;-1,36110;-5,98158;-1,36103;-5,98158;"{""type"": ""LineString"", ""coordinates"": [[-1.361102999108204, -5.981583058947569, 0.0], [-1.361030742915189, -5.981579067093056, 0.0]]}";A01536;C01373;3;METRO;0
-5.98138905198,-1.36158997608;-1,36161;-5,98139;-1,36157;-5,98139;"{""type"": ""LineString"", ""coordinates"": [[-1.361612125492813, -5.981390276223943, 0.0], [-1.361567826657782, -5.981387827739454, 0.0]]}";A01536;C01373;3;METRO;0
-5.9816270172,-1.3609825402;-1,36096;-5,98160;-1,36099;-5,98167;"{""type"": ""LineString"", ""coordinates"": [[-1.360956127039817, -5.981602463194999, 0.0], [-1.360968729802819, -5.981603159614723, 0.0], [-1.360968965683454, -5.981603177627387, 0.0], [-1.360969206543604, -5.981603202016148, 0.0], [-1.360969452911718, -5.981603237004335, 0.0], [-1.360969700020029, -5.981603279277813, 0.0], [-1.360969953225871, -5.981603328370527, 0.0], [-1.360970208226953, -5.981603386332065, 0.0], [-1.360970467068547, -5.98160345060666, 0.0], [-1.36097072618671, -5.981603523665973, 0.0], [-1.360970987752652, -5.981603600673576, 0.0], [-1.360971251113836, -5.98160368654999, 0.0], [-1.360971513316877, -5.981603779606646, 0.0], [-1.3609717771244, -5.981603878089977, 0.0], [-1.360972038781704, -5.981603981029698, 0.0], [-1.360972300841517, -5.981604090473438, 0.0], [-1.360972561405499, -5.98160420631616, 0.0], [-1.360972819439595, -5.981604326594178, 0.0], [-1.360973074522155, -5.981604452046756, 0.0], [-1.36097332699087, -5.981604583455163, 0.0], [-1.360973577731014, -5.981604718580661, 0.0], [-1.360973822207561, -5.981604856791003, 0.0], [-1.360974065188276, -5.981605001400302, 0.0], [-1.360974300428701, -5.981605148250138, 0.0], [-1.360974532738582, -5.981605299894405, 0.0], [-1.360974757645862, -5.981605454560453, 0.0], [-1.360974975951856, -5.981605611530089, 0.0], [-1.360975187973263, -5.981605771964634, 0.0], [-1.360975393773053, -5.981605934723807, 0.0], [-1.360975590271902, -5.981606100399689, 0.0], [-1.360975778208154, -5.981606269414403, 0.0], [-1.360975960069719, -5.981606438092919, 0.0], [-1.360976129867718, -5.981606611441597, 0.0], [-1.36097629127104, -5.981606785088204, 0.0], [-1.360988108595307, -5.981619919231457, 0.0], [-1.360988263630031, -5.98162009786343, 0.0], [-1.360988418119018, -5.98162028637852, 0.0], [-1.360988566809885, -5.981620483342116, 0.0], [-1.36098871389997, -5.981620688605243, 0.0], [-1.36098885814532, -5.981620904005484, 0.0], [-1.360988997857495, -5.981621125636534, 0.0], [-1.360989135272521, -5.9816213543848, 0.0], [-1.360989268238331, -5.981621587843404, 0.0], [-1.360989398590294, -5.9816218272578, 0.0], [-1.360989523649746, -5.981622072861047, 0.0], [-1.360989644576678, -5.981622324336005, 0.0], [-1.360989761497034, -5.981622579401987, 0.0], [-1.360989873187847, -5.981622839516451, 0.0], [-1.36098998097703, -5.981623101321354, 0.0], [-1.360990083536671, -5.981623368174688, 0.0], [-1.360990181160629, -5.981623634754863, 0.0], [-1.360990272120334, -5.98162390477893, 0.0], [-1.360990359600056, -5.981624175754238, 0.0], [-1.36099043942345, -5.981624447449623, 0.0], [-1.360990515450165, -5.981624718934837, 0.0], [-1.36099058411626, -5.98162499268159, 0.0], [-1.360990647676903, -5.981625262332948, 0.0], [-1.360990702758911, -5.981625533802717, 0.0], [-1.360990753916452, -5.981625800479861, 0.0], [-1.36099079659536, -5.98162606897543, 0.0], [-1.360990833176741, -5.981626330651724, 0.0], [-1.360990862586411, -5.981626591168515, 0.0], [-1.36099088334768, -5.981626849681493, 0.0], [-1.360990899150427, -5.981627101438248, 0.0], [-1.360990905650384, -5.981627349248559, 0.0], [-1.360990904829853, -5.981627591697051, 0.0], [-1.36099089525412, -5.9816278271792, 0.0], [-1.360989057398426, -5.981661178928845, 0.0], [-1.360988781255654, -5.981666179757793, 0.0]]}";A01537;C01374;4;METRO;0
-5.98154566339,-1.36088952574;-1,36089;-5,98157;-1,36089;-5,98152;"{""type"": ""LineString"", ""coordinates"": [[-1.360888118997811, -5.981571187726997, 0.0], [-1.360890932478501, -5.981520139050251, 0.0]]}";A01537;C01374;4;METRO;0
-5.98180562454,-1.36098109625;-1,36098;-5,98178;-1,36098;-5,98183;"{""type"": ""LineString"", ""coordinates"": [[-1.360982359873658, -5.981782695938245, 0.0], [-1.360979832621094, -5.981828553140986, 0.0]]}";A01537;C01374;4;METRO;0
-5.98215463435,-1.36096351319;-1,36097;-5,98214;-1,36096;-5,98217;"{""type"": ""LineString"", ""coordinates"": [[-1.360966270845793, -5.982141835433932, 0.0], [-1.360963994405286, -5.982143943334106, 0.0], [-1.360962620264897, -5.982168311312672, 0.0]]}";A01537;C01374;4;METRO;0
-5.98124926001,-1.36110700165;-1,36111;-5,98123;-1,36111;-5,98126;"{""type"": ""LineString"", ""coordinates"": [[-1.361107835723201, -5.981234124230101, 0.0], [-1.361106167582352, -5.981264395782964, 0.0]]}";A01537;C01374;4;METRO;0
-5.98121514346,-1.36110888173;-1,36111;-5,98120;-1,36111;-5,98123;"{""type"": ""LineString"", ""coordinates"": [[-1.361109927742032, -5.981196162685695, 0.0], [-1.361107835723201, -5.981234124230101, 0.0]]}";A01537;C01374;4;METRO;0
-5.98209870423,-1.36108276206;-1,36113;-5,98210;-1,36103;-5,98210;"{""type"": ""LineString"", ""coordinates"": [[-1.361133110357737, -5.982099117759502, 0.0], [-1.36113241277021, -5.982099888597934, 0.0], [-1.361131411111491, -5.982100559105691, 0.0], [-1.361130159624916, -5.98210087111037, 0.0], [-1.361129709296948, -5.982100915957476, 0.0], [-1.361129245183203, -5.982100913906973, 0.0], [-1.361045893294498, -5.982096309016677, 0.0], [-1.361045413253913, -5.982096298840861, 0.0], [-1.361044914344222, -5.982096320029143, 0.0], [-1.361044397408718, -5.982096371103152, 0.0], [-1.361043867467014, -5.9820964508156, 0.0], [-1.361043327682376, -5.982096557053913, 0.0], [-1.361042785014726, -5.982096687915647, 0.0], [-1.361042242459409, -5.982096844329194, 0.0], [-1.361041701027637, -5.982097021775163, 0.0], [-1.361041168228764, -5.982097222194318, 0.0], [-1.361040645875311, -5.982097440349136, 0.0], [-1.361040139620284, -5.982097677315027, 0.0], [-1.361039653977689, -5.98209793410445, 0.0], [-1.36103919088599, -5.982098203199108, 0.0], [-1.361038755956212, -5.98209848643469, 0.0], [-1.361038352985009, -5.982098784021356, 0.0], [-1.361037985156636, -5.982099093466439, 0.0], [-1.36103374868746, -5.982102889454444, 0.0]]}";A01537;C01374;4;METRO;0
-5.98149332227,-1.36089241021;-1,36089;-5,98152;-1,36089;-5,98147;"{""type"": ""LineString"", ""coordinates"": [[-1.360890932415532, -5.981520140190607, 0.0], [-1.360893887994838, -5.981466504345318, 0.0]]}";A01537;C01374;4;METRO;0
-5.98144747358,-1.36089493693;-1,36090;-5,98143;-1,36089;-5,98147;"{""type"": ""LineString"", ""coordinates"": [[-1.36089598587466, -5.981428442824283, 0.0], [-1.360893887994838, -5.981466504345318, 0.0]]}";A01537;C01374;4;METRO;0
-5.9817499777,-1.36098416259;-1,36099;-5,98172;-1,36098;-5,98178;"{""type"": ""LineString"", ""coordinates"": [[-1.360985965616142, -5.981717259471537, 0.0], [-1.360985818015559, -5.981719932457349, 0.0], [-1.360982359873658, -5.981782695938245, 0.0]]}";A01537;C01374;4;METRO;0
-5.98213939863,-1.36098302378;-1,36100;-5,98213;-1,36097;-5,98214;"{""type"": ""LineString"", ""coordinates"": [[-1.360998927472333, -5.982134096575162, 0.0], [-1.360994787839529, -5.982137807941711, 0.0], [-1.360994421656109, -5.982138115190176, 0.0], [-1.360994019528565, -5.982138411298468, 0.0], [-1.36099358451521, -5.982138696054623, 0.0], [-1.360993121866542, -5.982138964030057, 0.0], [-1.360992635991616, -5.982139218137763, 0.0], [-1.360992130116666, -5.982139455124849, 0.0], [-1.360991608818665, -5.982139674863355, 0.0], [-1.360991074965168, -5.982139873699229, 0.0], [-1.360990534588844, -5.982140052728949, 0.0], [-1.360989990915921, -5.982140208699598, 0.0], [-1.360989448227669, -5.98214033994174, 0.0], [-1.36098890800077, -5.98214044729967, 0.0], [-1.360988377384045, -5.98214052544997, 0.0], [-1.360987861566874, -5.98214057696745, 0.0], [-1.36098735993685, -5.982140599149351, 0.0], [-1.360986881436178, -5.98214058867782, 0.0], [-1.360970384530674, -5.982139676714603, 0.0], [-1.360969920396164, -5.982139675045155, 0.0], [-1.360969468929511, -5.982139719830125, 0.0], [-1.360969029602274, -5.98213980684617, 0.0], [-1.360968605789462, -5.982139937042698, 0.0], [-1.36096819957831, -5.982140107103699, 0.0], [-1.360967813794393, -5.982140314135393, 0.0], [-1.360967449597698, -5.982140557820702, 0.0], [-1.360967111099725, -5.982140832668029, 0.0], [-1.360966799819133, -5.982141138761431, 0.0], [-1.360966519340832, -5.98214147324912, 0.0], [-1.360966269769766, -5.982141834230525, 0.0]]}";A01537;C01374;4;METRO;0
-5.98134148314,-1.36107143333;-1,36110;-5,98132;-1,36104;-5,98136;"{""type"": ""LineString"", ""coordinates"": [[-1.361103361147324, -5.981315298652511, 0.0], [-1.36110233331785, -5.981333960009961, 0.0], [-1.361101975939509, -5.981339824925072, 0.0], [-1.361101923572694, -5.981340318073523, 0.0], [-1.3611018221619, -5.981340795925007, 0.0], [-1.361101678371402, -5.981341255035606, 0.0], [-1.361101489795409, -5.981341690696728, 0.0], [-1.361101260947968, -5.981342103920855, 0.0], [-1.361100994971387, -5.981342492975528, 0.0], [-1.36110069414184, -5.981342851123605, 0.0], [-1.361100360336683, -5.981343178850338, 0.0], [-1.361099999798549, -5.981343473450958, 0.0], [-1.361099609953714, -5.981343733257964, 0.0], [-1.3610991970658, -5.981343955186511, 0.0], [-1.361098760121741, -5.98134413689277, 0.0], [-1.361098305743839, -5.981344275693105, 0.0], [-1.361097836189116, -5.98134437209372, 0.0], [-1.361097350780355, -5.981344417668931, 0.0], [-1.361096915200331, -5.98134441605438, 0.0], [-1.361095960572345, -5.981344393335258, 0.0], [-1.36104875154817, -5.98134176995152, 0.0], [-1.361042035494921, -5.981341399735489, 0.0], [-1.361041540117895, -5.981341398242956, 0.0], [-1.361041054625188, -5.981341445338995, 0.0], [-1.36104058521745, -5.981341539079101, 0.0], [-1.361040130839635, -5.981341677879779, 0.0], [-1.361039696469424, -5.981341861253973, 0.0], [-1.361039281366622, -5.981342081916366, 0.0], [-1.361038892681978, -5.981342341406601, 0.0], [-1.361038530478461, -5.98134263858431, 0.0], [-1.361038197896529, -5.981342964853892, 0.0], [-1.361037897362977, -5.981343324543698, 0.0], [-1.361037630394635, -5.981343710874671, 0.0], [-1.361037402686542, -5.981344124162015, 0.0], [-1.361037213984968, -5.981344562104013, 0.0], [-1.361037068718158, -5.981345020370393, 0.0], [-1.36103696737073, -5.981345497081559, 0.0], [-1.361036915404985, -5.981345989870912, 0.0], [-1.361035890614807, -5.981363893019926, 0.0]]}";A01537;C01374;4;METRO;0
-5.98185100436,-1.36098099463;-1,36098;-5,98183;-1,36099;-5,98186;"{""type"": ""LineString"", ""coordinates"": [[-1.360979832621094, -5.981828553140986, 0.0], [-1.360978145790568, -5.981859149265128, 0.0], [-1.360978143806348, -5.981859612789906, 0.0], [-1.36097818845447, -5.981860066313595, 0.0], [-1.360978275388831, -5.981860505782858, 0.0], [-1.36097840543173, -5.981860930099373, 0.0], [-1.360978781995596, -5.981861724556234, 0.0], [-1.360979297342799, -5.981862426418522, 0.0], [-1.360979937547902, -5.981863018901828, 0.0], [-1.36098068440234, -5.981863480027972, 0.0], [-1.36098109129889, -5.98186365620499, 0.0], [-1.360981519445672, -5.981863792380171, 0.0], [-1.360981963653291, -5.981863885978552, 0.0], [-1.36098242364703, -5.98186393507862, 0.0], [-1.36099299595418, -5.981864525216075, 0.0]]}";A01537;C01374;4;METRO;0
-5.98186551877,-1.36101078913;-1,36099;-5,98186;-1,36103;-5,98187;"{""type"": ""LineString"", ""coordinates"": [[-1.36099299595418, -5.981864525216075, 0.0], [-1.361027748605904, -5.98186646519235, 0.0], [-1.361028580547054, -5.981866537167933, 0.0]]}";A01537;C01374;4;METRO;0
-5.98189976907,-1.36104934562;-1,36103;-5,98187;-1,36106;-5,98194;"{""type"": ""LineString"", ""coordinates"": [[-1.361028580547054, -5.981866537167933, 0.0], [-1.361029427687798, -5.98186665802592, 0.0], [-1.361030711669267, -5.981866930029157, 0.0], [-1.361031140674691, -5.981867043756709, 0.0], [-1.361031569430078, -5.981867168908774, 0.0], [-1.361031998799713, -5.981867303626779, 0.0], [-1.361032427602619, -5.981867448607949, 0.0], [-1.361032854341112, -5.981867603388117, 0.0], [-1.361033277032904, -5.981867769382601, 0.0], [-1.361033699115982, -5.981867946400493, 0.0], [-1.361034117003582, -5.981868130430454, 0.0], [-1.361034531666781, -5.981868324576473, 0.0], [-1.361034942430207, -5.981868527275997, 0.0], [-1.361035348914192, -5.981868738508095, 0.0], [-1.36103574846107, -5.981868958125612, 0.0], [-1.361036142526537, -5.981869187352972, 0.0], [-1.361036531320494, -5.981869422389003, 0.0], [-1.36103691241801, -5.98186966576842, 0.0], [-1.361037285355458, -5.981869918990711, 0.0], [-1.361037651649659, -5.981870175276804, 0.0], [-1.361038008644793, -5.981870441342671, 0.0], [-1.361038356951414, -5.981870713028094, 0.0], [-1.361039023618499, -5.98187127456786, 0.0], [-1.361039648909286, -5.981871861269452, 0.0], [-1.361040224427283, -5.981872466567658, 0.0], [-1.361050823509113, -5.981884316582377, 0.0], [-1.361051572067014, -5.981885153743783, 0.0], [-1.361051878868754, -5.981885521882949, 0.0], [-1.361052176020127, -5.981885926853245, 0.0], [-1.361052458921309, -5.98188636229959, 0.0], [-1.36105272879526, -5.981886826764565, 0.0], [-1.361052982982467, -5.981887313237973, 0.0], [-1.361053219309885, -5.981887819693101, 0.0], [-1.361053437565765, -5.98188834306803, 0.0], [-1.361053637769254, -5.981888876119542, 0.0], [-1.361053815068648, -5.981889417053944, 0.0], [-1.361053969694838, -5.981889961689978, 0.0], [-1.361054101941686, -5.981890504706028, 0.0], [-1.361054208033517, -5.98189104551177, 0.0], [-1.361054287356084, -5.981891574541293, 0.0], [-1.361054338749399, -5.981892092111671, 0.0], [-1.361054359828666, -5.981892593134259, 0.0], [-1.361054349306114, -5.981893073343756, 0.0], [-1.361052430953738, -5.981927882329399, 0.0], [-1.361052422075808, -5.981928360341997, 0.0], [-1.361052443092107, -5.9819288625047, 0.0], [-1.361052492903775, -5.98192938113106, 0.0], [-1.361052572142354, -5.981929911680761, 0.0], [-1.361052678318104, -5.981930450965753, 0.0], [-1.361052810480932, -5.981930995501917, 0.0], [-1.361052966625713, -5.981931540221688, 0.0], [-1.361053142427341, -5.98193208069159, 0.0], [-1.361053342546761, -5.98193261526319, 0.0], [-1.361053560802517, -5.981933138637814, 0.0], [-1.36105379757243, -5.981933643973298, 0.0], [-1.361054051316844, -5.981934131565676, 0.0], [-1.361054320114593, -5.981934594826926, 0.0], [-1.361054603015589, -5.98193503027299, 0.0], [-1.361054899090734, -5.981935434039598, 0.0], [-1.361055207052253, -5.981935801861447, 0.0], [-1.361058918613106, -5.981939953147269, 0.0]]}";A01537;C01374;4;METRO;0
